question,ground_truth
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.7.1 state exactly? Answer with only the text of the rule and no other words.,"Brakes and Throttle Position
a. The power to the electronic throttle must be shut down if the mechanical brakes are
actuated and the TPS signals that the throttle is open by more than a permitted amount
for more than one second.
b. An interval of one second is allowed for the throttle to close (return to idle). Failure to
achieve this in the required interval must result in immediate shut down of fuel flow and
the ignition system.
c. The permitted relationship between BSE and TPS may be defined by the team using a
table. This functionality must be demonstrated at Technical Inspection."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.7.2 state exactly? Answer with only the text of the rule and no other words.,"Throttle Position vs Target
a. The power to the electronic throttle must be immediately shut down, if throttle position
differs by more than 10% from the expected target TPS position for more than one
second.
b. An interval of one second is allowed for the difference to reduce to less than 10%, failure
to achieve this in the required interval must result in immediate shut down of fuel flow
and the ignition system.
c. An error in TPS position and the resultant system shutdown must be demonstrated at
Technical Inspection.
Teams must have a method to demonstrate that the actions in IC.4.7.2.b above are met.
System states displayed using calibration software must be accompanied by a detailed
explanation of the control system."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.7.3 state exactly? Answer with only the text of the rule and no other words.,"The electronic throttle and fuel injector/ignition system shutdown must stay active until the
TPS signals indicate the throttle is at or below the unpowered default position for one second
or longer."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.8.1 state exactly? Answer with only the text of the rule and no other words.,"A standalone nonprogrammable circuit must be used to monitor the electronic throttle
control.
The BSPD must be provided in addition to the Throttle Plausibility Checks IC.4.7"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.8.2 state exactly? Answer with only the text of the rule and no other words.,"Signals from any sensors must be sent directly to the BSPD. Outputs from other modules may
not be used in place of the raw sensor signals."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.8.3 state exactly? Answer with only the text of the rule and no other words.,"The BSPD must monitor for the following conditions:
a. Both of the following for more than one second:
• Demand for Hard Braking IC.4.6
• Throttle more than 10% open IC.4.4
b. Loss of signal from the braking sensor(s) for more than 100 msec
c. Loss of signal from the throttle sensor(s) for more than 100 msec
d. Removal of power from the BSPD circuit"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.8.4 state exactly? Answer with only the text of the rule and no other words.,"When any of the above conditions exist, the BSPD must Open the Shutdown Circuit IC.9.2.2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.8.5 state exactly? Answer with only the text of the rule and no other words.,The BSPD must only be reset by cycling the Primary Master Switch IC.9.3 OFF and ON
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.8.6 state exactly? Answer with only the text of the rule and no other words.,The BSPD must not reset when the Cockpit Main Switch IC.9.4 is turned OFF
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IC.4.8.7 state exactly? Answer with only the text of the rule and no other words.,"The BSPD signals and function must be able to be checked during Technical Inspection by
having one of:
a. A separate set of detachable connectors for any signals from the braking sensor(s),
throttle sensor(s) and removal of power to only the BSPD device.
b. An inline switchable breakout box available that allows disconnection of the brake
sensor(s), throttle sensor(s) individually and power to only the BSPD device."
